Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,Price_per_Room,property_type
Tullamarine,4/262 Melrose Dr,3,t,450000.0,SP,Jason,6/08/2016,3043,Western Metropolitan,3296,12.9,Brimbank City Council,150000.0,Townhouse
Tullamarine,10 Strathconnon Sq,3,h,555000.0,S,YPA,6/08/2016,3043,Western Metropolitan,3296,12.9,Brimbank City Council,185000.0,House
Vermont South,853 Highbury Rd,4,h,1138000.0,S,First,6/08/2016,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council,284500.0,House
Viewbank,24 Martins La,3,h,820000.0,S,Nelson,6/08/2016,3084,Eastern Metropolitan,2698,8.9,Banyule City Council,273333.3333333333,House
Wantirna South,120 Fraser Cr,5,h,820000.0,S,Ray,6/08/2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council,164000.0,House
Wantirna South,12 Snowden Pl,4,h,960000.0,PI,Jellis,6/08/2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council,240000.0,House
Warrandyte,1 Aylesbury Wy,5,h,1765000.0,S,Bekdon,6/08/2016,3113,Eastern Metropolitan,2003,21.1,Manningham City Council,353000.0,House
Waterways,17 Barmah Pl,4,h,950000.0,S,Ray,6/08/2016,3195,South-Eastern Metropolitan,709,21.5,Kingston City Council,237500.0,House
Watsonia,2/21 High St,3,h,690000.0,S,Buckingham,6/08/2016,3087,Northern Metropolitan,2329,14.5,Banyule City Council,230000.0,House
Werribee,6 Tully Ct,3,h,370000.0,S,YPA,6/08/2016,3030,Western Metropolitan,16166,14.7,Wyndham City Council,123333.33333333333,House
West Melbourne,8/115 Stanley St,2,t,800000.0,VB,Nelson,6/08/2016,3003,Northern Metropolitan,2230,3.1,Melbourne City Council,400000.0,Townhouse
Wheelers Hill,8 Bellini Av,3,h,895000.0,S,Harcourts,6/08/2016,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council,298333.3333333333,House
Williamstown,25 Anzac Cr,2,h,1500000.0,SP,Greg,6/08/2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council,750000.0,House
Windsor,6/213 Dandenong Rd,2,u,600000.0,S,hockingstuart,6/08/2016,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council,300000.0,Unit
Woori Yallock,1842 Warburton Hwy,4,h,950000.0,S,Bell,6/08/2016,3139,Northern Victoria,1164,35.2,Yarra Ranges Shire Council,237500.0,House
Yarraville,1/53 Stephen St,2,u,410000.0,PI,hockingstuart,6/08/2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,205000.0,Unit
Abbotsford,148 Park St,3,h,1150000.0,PI,Biggin,6/10/2018,3067,Northern Metropolitan,4019,3.0,Yarra City Council,383333.3333333333,House
Abbotsford,56 Park St,2,h,1445000.0,S,Jellis,6/10/2018,3067,Northern Metropolitan,4019,3.0,Yarra City Council,722500.0,House
Abbotsford,59/84 Trenerry Cr,2,u,750000.0,VB,Biggin,6/10/2018,3067,Northern Metropolitan,4019,3.0,Yarra City Council,375000.0,Unit
Aberfeldie,2b Batman St,4,t,1150000.0,SP,Frank,6/10/2018,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,287500.0,Townhouse
Aberfeldie,67 Fawkner St,3,h,1407000.0,PI,Rendina,6/10/2018,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,469000.0,House
Aberfeldie,6A Jean St,3,t,775000.0,VB,McDonald,6/10/2018,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,258333.33333333334,Townhouse
Airport West,2/30 Creswell Av,3,u,751000.0,S,Rendina,6/10/2018,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council,250333.33333333334,Unit
Airport West,10 Mallinson Ct,4,h,1190000.0,S,Jellis,6/10/2018,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council,297500.0,House
Albert Park,13 Durham St,2,h,1200000.0,VB,Marshall,6/10/2018,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council,600000.0,House
Albion,16 Burnewang St,3,h,852500.0,S,hockingstuart,6/10/2018,3020,Western Metropolitan,2185,10.5,Brimbank City Council,284166.6666666667,House
Albion,1/33 King Edward Av,3,t,548000.0,S,HAR,6/10/2018,3020,Western Metropolitan,2185,10.5,Brimbank City Council,182666.66666666666,Townhouse
Albion,50C Selwyn St,3,t,605000.0,S,Barry,6/10/2018,3020,Western Metropolitan,2185,10.5,Brimbank City Council,201666.66666666666,Townhouse
Albion,6 Selwyn St,2,h,660000.0,PI,Barry,6/10/2018,3020,Western Metropolitan,2185,10.5,Brimbank City Council,330000.0,House
Alphington,8/96 Yarralea St,2,u,480000.0,VB,Jellis,6/10/2018,3078,Northern Metropolitan,2211,5.7,Darebin City Council,240000.0,Unit
Armadale,14/579 Dandenong Rd,2,u,510000.0,SP,Purplebricks,6/10/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,255000.0,Unit
Armadale,6/7 Sutherland Rd,2,u,600000.0,VB,Jellis,6/10/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,300000.0,Unit
Armadale,3/31 Wattletree Rd,2,u,630000.0,S,Thomson,6/10/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,315000.0,Unit
Ascot Vale,2/37 Epsom Rd,3,t,910000.0,PI,Frank,6/10/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,303333.3333333333,Townhouse
Ascot Vale,3/37 Epsom Rd,3,t,1150000.0,S,Frank,6/10/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,383333.3333333333,Townhouse
Ascot Vale,5/37 Epsom Rd,3,t,1070000.0,PI,Frank,6/10/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,356666.6666666667,Townhouse
Ascot Vale,2C Ferguson St,2,t,855000.0,S,Hodges,6/10/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,427500.0,Townhouse
Ascot Vale,105 Kent St,4,h,1560000.0,S,Nelson,6/10/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,390000.0,House
Ashwood,2/17 Electra Av,3,t,840000.0,S,Buxton,6/10/2018,3147,Southern Metropolitan,2894,10.2,Monash City Council,280000.0,Townhouse
Aspendale Gardens,33 Marinique Dr,4,h,790000.0,S,O'Brien,6/10/2018,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council,197500.0,House
Avondale Heights,42 Canning St,3,h,600000.0,SP,Moonee,6/10/2018,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,200000.0,House
Avondale Heights,139 Riviera Rd,5,h,1255000.0,S,Nelson,6/10/2018,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,251000.0,House
Bacchus Marsh,18 McFarland St,3,h,500000.0,VB,Arbee,6/10/2018,3340,Western Victoria,2871,37.5,Moorabool Shire Council,166666.66666666666,House
Bacchus Marsh,109 Underbank Bvd,3,h,530000.0,S,Barry,6/10/2018,3340,Western Victoria,2871,37.5,Moorabool Shire Council,176666.66666666666,House
Balwyn,29 Gordon St,4,h,2265000.0,S,Jellis,6/10/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,566250.0,House
Balwyn,2/72 Rochester Rd,2,u,900000.0,S,Biggin,6/10/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,450000.0,Unit
Balwyn,4 Sevenoaks St,3,h,2000000.0,VB,Fletchers,6/10/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,666666.6666666666,House
Balwyn North,20 Dight Av,5,h,2110000.0,PI,Jellis,6/10/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,422000.0,House
Balwyn North,37 Dight Av,3,h,1910000.0,PI,Jellis,6/10/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,636666.6666666666,House
Bayswater,30 Coolibah Cr,3,h,690000.0,PI,Noel,6/10/2018,3153,Eastern Metropolitan,5030,23.2,Knox City Council,230000.0,House
Beaumaris,11 Vardon Av,4,h,1450000.0,VB,Buxton,6/10/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council,362500.0,House
Bentleigh,35B Paschal St,3,t,1050000.0,PI,Buxton,6/10/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,350000.0,Townhouse
Bentleigh East,15a Bellevue Rd,4,t,1350000.0,S,Woodards,6/10/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,337500.0,Townhouse
Bentleigh East,2/64 East Boundary Rd,4,t,950000.0,VB,Woodards,6/10/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,237500.0,Townhouse
Blackburn,17 Malabar Rd,3,h,1050000.0,VB,Fletchers,6/10/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,350000.0,House
Blackburn South,25 Craig St,2,h,1010000.0,SP,McGrath,6/10/2018,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,505000.0,House
Bonbeach,41 Mascot Av,2,h,873500.0,S,Thomson,6/10/2018,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council,436750.0,House
Boronia,6 Lyell Rd,4,h,637500.0,S,Ray,6/10/2018,3155,Eastern Metropolitan,9704,25.0,Knox City Council,159375.0,House
Boronia,3 Rankin Rd,4,h,728000.0,S,Ray,6/10/2018,3155,Eastern Metropolitan,9704,25.0,Knox City Council,182000.0,House
Box Hill,2/39 Dorking Rd,2,t,731000.0,S,Buxton,6/10/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,365500.0,Townhouse
Box Hill,37 Sweetland Rd,5,h,1290000.0,VB,Woodards,6/10/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,258000.0,House
Briar Hill,64 Fernside Av,4,h,750000.0,PI,Jellis,6/10/2018,3088,Eastern Metropolitan,1390,16.1,Banyule City Council,187500.0,House
Brighton,925 Hampton St,3,h,1005000.0,SP,Buxton,6/10/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,335000.0,House
Brighton,23/568 New St,2,u,691500.0,S,Buxton,6/10/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,345750.0,Unit
Broadmeadows,6 Jensen Rd,3,h,750000.0,S,Barry,6/10/2018,3047,Northern Metropolitan,4294,14.0,Hume City Council,250000.0,House
Brunswick,12/611 Park St,2,u,552000.0,S,Woodards,6/10/2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council,276000.0,Unit
Brunswick,279 Victoria St,3,u,1200000.0,S,Jellis,6/10/2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council,400000.0,Unit
Brunswick East,124 Victoria St,3,h,1325000.0,VB,Jellis,6/10/2018,3057,Northern Metropolitan,5533,4.0,Moreland City Council,441666.6666666667,House
Brunswick West,57 Burnell St,4,h,1000000.0,PI,Brad,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council,250000.0,House
Brunswick West,11/1 McColl Ct,2,t,613000.0,S,McGrath,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council,306500.0,Townhouse
Brunswick West,21/33 McLean St,2,u,620000.0,PI,Hodges,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council,310000.0,Unit
Brunswick West,4/32 Pearson St,1,u,280000.0,PI,Brad,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council,280000.0,Unit
Bulleen,28 Dumossa Av,3,h,1220000.0,VB,Barry,6/10/2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,406666.6666666667,House
Bulleen,14 Robert St,3,t,930000.0,SA,Barry,6/10/2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,310000.0,Townhouse
Bundoora,3 Bowen Ct,3,h,772000.0,SP,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council,257333.33333333334,House
Bundoora,562 Grimshaw St,3,h,911000.0,S,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council,303666.6666666667,House
Bundoora,27 Waxflower Cr,2,t,445000.0,SP,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council,222500.0,Townhouse
Burnley,46 Gibdon St,2,h,970000.0,S,Jellis,6/10/2018,3121,Northern Metropolitan,438,2.4,Yarra City Council,485000.0,House
Burwood,1 Brockhoff Dr,5,h,1180000.0,S,Fletchers,6/10/2018,3125,Southern Metropolitan,5678,10.4,Monash City Council,236000.0,House
Camberwell,14 Christowel St,5,h,3125000.0,S,Noel,6/10/2018,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,625000.0,House
Canterbury,53 Canterbury Rd,4,h,1600000.0,VB,hockingstuart,6/10/2018,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,400000.0,House
Canterbury,21 Myrtle Rd,4,h,2550000.0,VB,Marshall,6/10/2018,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,637500.0,House
Carlton,186 Canning St,2,h,1075000.0,S,Jellis,6/10/2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council,537500.0,House
Carlton,9/3 Lytton St,2,u,610000.0,SP,hockingstuart,6/10/2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council,305000.0,Unit
Carnegie,50 Mimosa Rd,4,h,1300000.0,VB,Gary,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,325000.0,House
Carnegie,218 Neerim Rd,4,h,1375000.0,PI,Woodards,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,343750.0,House
Carnegie,11/373 Neerim Rd,2,u,370000.0,VB,Thomson,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,185000.0,Unit
Carnegie,4/38 Shepparson Av,2,u,572500.0,S,Jellis,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,286250.0,Unit
Caroline Springs,4 Shoalhaven Dr,4,h,940000.0,S,Barry,6/10/2018,3023,Western Metropolitan,7719,14.8,Melton City Council,235000.0,House
Caroline Springs,33 Wendouree Pde,5,h,800000.0,PI,FN,6/10/2018,3023,Western Metropolitan,7719,14.8,Melton City Council,160000.0,House
Carrum,673 Nepean Hwy,4,h,2600000.0,PI,hockingstuart,6/10/2018,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council,650000.0,House
Carrum Downs,10/19 Robin Dr,2,u,595000.0,S,Barry,6/10/2018,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council,297500.0,Unit
Caulfield,1/138 Bambra Rd,4,t,1175000.0,VB,Gary,6/10/2018,3162,Southern Metropolitan,2379,8.7,Glen Eira City Council,293750.0,Townhouse
Caulfield North,62A Kambrook Rd,3,t,1200000.0,PI,Gary,6/10/2018,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council,400000.0,Townhouse
Chelsea,7/13 Golden Av,2,u,610250.0,SP,Buxton,6/10/2018,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,305125.0,Unit
Chelsea Heights,71 Jabiru Dr,3,h,715000.0,S,Ray,6/10/2018,3196,South-Eastern Metropolitan,2076,27.0,Kingston City Council,238333.33333333334,House
Cheltenham,5/84 Cavanagh St,2,u,540000.0,SP,O'Brien,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council,270000.0,Unit
Cheltenham,3 Fiona Ct,4,h,1100000.0,VB,Buxton,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council,275000.0,House
Cheltenham,14 Weatherall Rd,4,h,1875000.0,PI,Barry,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council,468750.0,House
Cheltenham,26 Weymar St,4,h,1035000.0,S,Hodges,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council,258750.0,House
Cheltenham,5/36 Wilson St,2,u,588000.0,S,O'Brien,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council,294000.0,Unit
Cheltenham,60 Wingrove St,2,h,870000.0,S,Ray,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council,435000.0,House
Clayton,1/2 Stockdale Av,2,u,791600.0,S,FN,6/10/2018,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,395800.0,Unit
Clayton South,4 Frank Av,3,h,900000.0,SP,Buxton,6/10/2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,300000.0,House
Clayton South,19 Manoon Rd,4,h,1710000.0,S,Ray,6/10/2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,427500.0,House
Clayton South,56 Murchison Cr,3,h,750000.0,VB,Ray,6/10/2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,250000.0,House
Clifton Hill,2/83 Field St,2,u,792500.0,S,Jellis,6/10/2018,3068,Northern Metropolitan,2954,3.6,Yarra City Council,396250.0,Unit
Clifton Hill,9/32 The Esplanade,2,u,550000.0,VB,Jellis,6/10/2018,3068,Northern Metropolitan,2954,3.6,Yarra City Council,275000.0,Unit
Coburg,43 Fischer St,3,h,880000.0,VB,McGrath,6/10/2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council,293333.3333333333,House
Coburg,30 Shackell St,4,h,1400000.0,PI,Raine,6/10/2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council,350000.0,House
Coburg North,2 Keane St,3,h,950000.0,VB,Nelson,6/10/2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council,316666.6666666667,House
Coburg North,1/27 Livingstone St,3,t,770000.0,PI,Love,6/10/2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council,256666.66666666666,Townhouse
Coburg North,12 Williams Rd,3,h,660000.0,PI,Raine,6/10/2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council,220000.0,House
Collingwood,20 Alexander St,2,h,890000.0,SP,Jellis,6/10/2018,3066,Northern Metropolitan,4553,2.0,Yarra City Council,445000.0,House
Collingwood,80 Sackville St,2,h,770000.0,S,Jellis,6/10/2018,3066,Northern Metropolitan,4553,2.0,Yarra City Council,385000.0,House
Craigieburn,32 Alexander Cct,2,t,380000.0,S,HAR,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,190000.0,Townhouse
Craigieburn,26 Blairgowrie Dr,4,h,660000.0,SP,Barry,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,165000.0,House
Craigieburn,3 Brio Dr,4,h,600000.0,S,Ray,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,150000.0,House
Craigieburn,1 Cranleigh Pl,3,h,480000.0,SP,Professionals,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,160000.0,House
Craigieburn,91 Creekbridge St,4,h,657600.0,S,Ray,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,164400.0,House
Craigieburn,5A Huntingdale Ct,3,h,380000.0,S,Ray,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,126666.66666666667,House
Craigieburn,2 Kirkbride Wy,4,h,573000.0,S,YPA,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,143250.0,House
Craigieburn,42 Tusmore Ri,4,h,720000.0,S,Barry,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council,180000.0,House
Cranbourne,22 Scott St,3,h,540000.0,VB,Ray,6/10/2018,3977,South-Eastern Metropolitan,7680,34.7,Casey City Council,180000.0,House
Cremorne,801/140 Swan St,2,u,911000.0,S,RT,6/10/2018,3121,Northern Metropolitan,1123,2.4,Yarra City Council,455500.0,Unit
Dallas,20 Millewa Cr,3,h,542000.0,SP,O'Brien,6/10/2018,3047,Northern Metropolitan,2246,14.0,Hume City Council,180666.66666666666,House
Deer Park,40 Cavendish Dr,3,h,590000.0,PI,Biggin,6/10/2018,3023,Western Metropolitan,6388,14.8,Brimbank City Council,196666.66666666666,House
Delahey,14 Marlock Wy,3,h,510000.0,S,Barry,6/10/2018,3037,Western Metropolitan,2898,18.0,Brimbank City Council,170000.0,House
Delahey,5 McNicholl Wy,3,h,500000.0,SP,O'Brien,6/10/2018,3037,Western Metropolitan,2898,18.0,Brimbank City Council,166666.66666666666,House
Diamond Creek,7 Valley Ct,3,h,800000.0,PI,Nelson,6/10/2018,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council,266666.6666666667,House
Dingley Village,3 Golfwood Cl,4,h,842000.0,SP,O'Brien,6/10/2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,210500.0,House
Dingley Village,66 Golfwood Cl,4,h,1150000.0,SP,Buxton,6/10/2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,287500.0,House
Dingley Village,7 Harry Ct,3,t,825000.0,S,Buxton,6/10/2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,275000.0,Townhouse
Doncaster,22 High St,3,t,750000.0,PI,Woodards,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,250000.0,Townhouse
Doncaster,6 Meadowbank Av,4,h,1280000.0,S,Jellis,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,320000.0,House
Doncaster East,2/16 Maxia Rd,4,t,1165000.0,S,Barry,6/10/2018,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,291250.0,Townhouse
Donvale,3/31 Leslie St,4,h,877000.0,S,Fletchers/Jellis,6/10/2018,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,219250.0,House
Doreen,15 Lanner Wy,4,h,540000.0,S,Ray,6/10/2018,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council,135000.0,House
East Melbourne,140 Simpson St,3,h,2270000.0,S,Kay,6/10/2018,3002,Northern Metropolitan,3040,1.3,Melbourne City Council,756666.6666666666,House
Edithvale,97 Rae Av,3,h,1103000.0,SP,O'Brien,6/10/2018,3196,South-Eastern Metropolitan,2546,27.0,Kingston City Council,367666.6666666667,House
Elsternwick,6 Brentani Av,4,h,2200000.0,VB,Marshall,6/10/2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,550000.0,House
Elsternwick,2/231 Glen Huntly Rd,2,u,615000.0,S,Biggin,6/10/2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,307500.0,Unit
Elsternwick,3/96 Orrong Rd,2,u,915000.0,S,Biggin,6/10/2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,457500.0,Unit
Eltham,2 Christine Av,4,h,870000.0,VB,Jellis,6/10/2018,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,217500.0,House
Eltham,142 Napoleon St,4,h,1005000.0,S,Jellis,6/10/2018,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,251250.0,House
Elwood,4/445 St Kilda St,2,u,623000.0,SP,Wilson,6/10/2018,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,311500.0,Unit
Epping,15 Baystone Rd,3,h,540000.0,SP,HAR,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,180000.0,House
Epping,5 Cadiz Wk,3,t,510000.0,S,HAR,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,170000.0,Townhouse
Epping,55 Hendersons Rd,3,h,600000.0,S,Ray,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,200000.0,House
Epping,13 Hickory Pl,3,h,491000.0,S,Ray,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,163666.66666666666,House
